ng-3-0_0_0_1_1_0,ng-3-0_0_0_1_1_0-cum,ng-3-0_0_0_1_1_0-tier,ng-3-0_0_0_0_1_0,ng-3-0_0_0_0_1_0-cum,ng-3-0_0_0_0_1_0-tier,ng-3-2_0_0_1_1_0,ng-3-2_0_0_1_1_0-cum,ng-3-2_0_0_1_1_0-tier,ng-3-2_0_0_0_1_0,ng-3-2_0_0_0_1_0-cum,ng-3-2_0_0_0_1_0-tier,ng-3-0_1_0_0_1_0,ng-3-0_1_0_0_1_0-cum,ng-3-0_1_0_0_1_0-tier,ng-3-0_1_0_1_1_0,ng-3-0_1_0_1_1_0-cum,ng-3-0_1_0_1_1_0-tier
,,,,,,,,,97.15241599673236,14.77832512315271,4,,,,,,
,,,,,,,,,97.15241599673236,14.839901477832512,4,,,,,,
,,,,,,,,,97.15241599673236,14.901477832512315,4,,,,,,
,,,,,,,,,97.15241599673236,14.96305418719212,4,,,,,,
,,,,,,,,,97.15241599673236,15.024630541871922,4,,,,,,
,,,,,,,,,97.15241599673236,15.086206896551724,4,,,,,,
,,,,,,,,,97.15241599673236,15.147783251231527,4,,,,,,
,,,,,,,,,97.15241599673236,15.209359605911331,4,,,,,,
,,,,,,,,,97.15241599673236,15.270935960591133,4,,,,,,
,,,,,,,,,97.15241599673236,15.332512315270936,4,,,,,,
,,,,,,,,,97.15241599673236,15.394088669950738,4,,,,,,
,,,,,,,,,97.15241599673236,15.455665024630543,4,,,,,,
,,,,,,,,,97.15241599673236,15.517241379310345,4,,,,,,
,,,,,,,,,97.15241599673236,15.578817733990148,4,,,,,,
,,,,,,,,,97.15241599673236,15.64039408866995,4,,,,,,
,,,,,,,,,97.15241599673236,15.701970443349754,4,,,,,,
